6976e2956f8075bba5e5e228	‘Every execution chips away at the nation’s moral fibre’: TM Krishna on the death penalty
6976dc86f1d65c147ded22e1	Seahawks earn trip to Super Bowl LX with thrilling victory over Rams in NFC Championship Game
6976dc51f1d65c147ded2222	Google, Apple pay customers $163M over explosive claims they secretly listened to users’ private chats
6976dc08f1d65c147ded2099	Why the CCP Grabbed Chen Zhi Before the US Could
6976dc62f1d65c147ded2277	Private jet carrying 8 crashes at Maine airport
6976dc86f1d65c147ded22e2	Trump confirms federal review of Minneapolis shooting that killed nurse: 'Reviewing everything'
6976dc26f1d65c147ded2126	A S Bhasin, the veteran chronicler of India’s foreign policy, passes on
6976e31f6f8075bba5e5e2aa	Jewish graves smashed in Barcelona
6976dc26f1d65c147ded2127	PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’
6976dc26f1d65c147ded2128	Several roads around Parade Ground to remain closed from 6.30 am onwards today, says police advisory
6976dca8f1d65c147ded23bb	 The ‘Guinness effect’: Why stout is suddenly booming 
6976dc26f1d65c147ded2129	‘Cleanliness is next to godliness’: Retired DIG among Padma Shri awardees
6976dd21f1d65c147ded242f	Battlegroup South hits 39 Ukrainian bunkers, shelters in day — Russian defense ministry
6976e3296f8075bba5e5e2bd	Municipal enterprises can obtain up to UAH 150M in preferential loans for energy efficiency – PM Svyrydenko
6976dc26f1d65c147ded212a	Parmeet Sethi, 59, runs for 5 km; admits he thought ‘ek kilometre me thak jaunga’
6976e2946f8075bba5e5e227	Republic Day 2026 Live Updates: India Celebrates 77th Republic Day
6976dc26f1d65c147ded212b	The Padma Shri recipient from Kashmir: Mohammad Shafi Shauq, academic, author and a champion of local language
6976dc26f1d65c147ded212c	National level shooter held for Rs 40-lakh cyber fraud
6976dc26f1d65c147ded212d	Chandigarh announces 32 names for Commendation Certificates
6976e3006f8075bba5e5e293	Delhi government aanounces special remission to over 2000 prisoners on Republic Day 2026
6976dc26f1d65c147ded212e	News Today Live Updates, 26 January | PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’
6976dc26f1d65c147ded212f	Dr Armida Fernandez, neonatologist behind Asia’s first human milk bank, awarded Padma Shri
6976dc26f1d65c147ded2130	Opposition chorus grows in Assam over fears of legitimate voters being left out
6976dc27f1d65c147ded2131	Dargah vandalised at Wynberg-Allen School premises in Mussoorie, weeks after viral video questioned its legality
6976dc27f1d65c147ded2132	77th Republic Day: 33 Delhi Police officers to get awards, Special Cell gets most gallantry medals
6976dc27f1d65c147ded2133	‘Witnessed darkness… now seeing rays of positivity’: This Padma awardee wants Kashmiri Pandits back in Valley
6976dca8f1d65c147ded23bc	 Jessica Pegula knocks out defending champion Madison Keys at Australian Open 
6976dc42f1d65c147ded21fc	Republican calls growing for deeper investigation into fatal Minneapolis shooting
6976dc86f1d65c147ded22e3	The far-left network that helped put Alex Pretti in harm's way, then made him a martyr
6976dce1f1d65c147ded2401	Document Outlining US Security Guarantees for Ukraine ‘100 Percent Ready’: Zelenskyy
6976dc37f1d65c147ded21ee	Patriots reaach Super Bowl with gritty 10-7 win over Broncos in snowy Denver
6976e3016f8075bba5e5e294	Republic Day 2026: How India selects its chief guest? Check complete list of Republic Day guests here
6976dc27f1d65c147ded2134	Washington Sundar in race against time to be fit for T20 World Cup 2026
6976dc0af1d65c147ded20a1	9,550 kg of explosives seized in Rajasthan, man arrested; Central agencies likely to get involved
6976e31f6f8075bba5e5e2ab	Yair Golan: Bennett’s mission is to bring votes from the right
6976dc62f1d65c147ded2278	Latest Minnesota ICE shooting puts new twist on gun rights debate in US
6976e2966f8075bba5e5e229	Start the week with a film: Why ‘KPop Demon Hunters’ is leading the Animated Feature Oscar race
6976dc27f1d65c147ded2135	Private jet carrying 8 people crashes at Bangor international airport in Maine
6976dd22f1d65c147ded2430	Ferry sinks off coast of Philippines, 13 people killed — TV
6976dca9f1d65c147ded23bd	 Nago Mayor Taketoyo Toguchi wins third term 
6976dc27f1d65c147ded2136	Goldilocks phase of India’s economy can be sustained
6976dc96f1d65c147ded2340	Dollar Falls Amid Japan Intervention Risk, Gold Up: Markets Wrap
6976dc27f1d65c147ded2137	Border 2 Box Office Collection Day 3 Worldwide Updates: Sunny Deol’s war actioner storms past Rs 150 cr mark globally; to cross Rs 200 mark on Republic Day
6976dc27f1d65c147ded2138	Obesity calls for a wider and more complex debate
6976dc27f1d65c147ded2139	Notes from Davos: The bold, the bots and the bully
6976dc27f1d65c147ded213a	Seize the podium, but first look the air problem in the eye
6976dc27f1d65c147ded213b	The return of trade policy as an instrument of statecraft
6976dc27f1d65c147ded213c	40 years ago January 26, 1986: Chandigarh transfer deferred
6976dc27f1d65c147ded213d	Nuclear power expansion is an R&D challenge
6976dc27f1d65c147ded213e	‘Don’t want to stay in class till evening… can’t concentrate’: Why Delhi plans to phase out double-shift schools
6976dc53f1d65c147ded2231	Top Chinese general could be put to DEATH by CCP after 'leaking nuclear secrets to US'
6976dc27f1d65c147ded213f	‘We are reviewing everything’: Trump says as administration backs agents in Minneapolis shooting
6976dca9f1d65c147ded23be	 Faced with Trump, Greenlanders try to reassure their children 
6976dc28f1d65c147ded2140	As antibiotics fail, AIIMS leads the fight against superbugs: How researchers are slowing down antimicrobial resistance
6976dc86f1d65c147ded22e4	Iranian drone swarms pose 'credible threat' to USS Abraham Lincoln carrier group, defense expert says
6976dc86f1d65c147ded22e5	Soap opera star refuses to 'even look' at Carrie Underwood after Trump inauguration performance
6976dc62f1d65c147ded2279	False posts, altered images distort views of latest Minnesota shooting
6976dc6df1d65c147ded22a4	Editor’s note: The Republic is being re-engineered. Help us bear witness
6976dc28f1d65c147ded2141	Bhagat Singh Koshyari, who served as Uttarakhand CM, Maharashtra Governor, awarded Padma Bhushan
6976dc86f1d65c147ded22e6	NFL fans torch Rams returner after muffed punt leads to crucial Seahawks touchdown
6976dc23f1d65c147ded2112	Trump ‘reviewing everything’ about fatal shooting of Alex Pretti, says fed agents will leave Minneapolis ‘at some point’
6976dc28f1d65c147ded2142	Operation Kavach 12: In mega 24-hour crackdown on drug smuggling, organised crime, over 1,000 arrested ahead of R-Day
6976dc28f1d65c147ded2143	‘Aamir Khan came prepared to cry’: Rakeysh Omprakash Mehra on Rang De Basanti at 20, says it’s ‘stupid’ to ask if it can be made in today’s times
6976dc23f1d65c147ded211f	Carney says Canada not pursuing free trade deal with China as Trump threatens 100% tariffs
6976dc28f1d65c147ded2144	Astrophysicist Priyamvada Natarajan: ‘There is an overall obsession with just our lifetime, without thinking about future generations… We need to move from this short-termism’
6976dcabf1d65c147ded23bf	 India's solar-panel boom: Full throttle today, uncertain tomorrow 
6976dc28f1d65c147ded2145	Why EU deal is better for farmers than one with US
6976e3026f8075bba5e5e295	Rajasthan: Police seize 10000 kg of explosive material, detonators ahead of Republic Day; probe underway
6976dc36f1d65c147ded21ed	Scottie Scheffler starts new season looking like nothing has changed
