article_id	title	topic	probability	topic_label
6976dc2af1d65c147ded2161	Leo Horoscope Today, 26 January 2026: Compromise is your route to better luck in love	6	1.0	6_26 january_26_today_january
6976dc2af1d65c147ded2162	Virgo Horoscope Today, 26 January 2026: Inheritance issues—property, money, or joint assets—may slowly surface into view	6	1.0	6_26 january_26_today_january
6976dc2af1d65c147ded2163	Happy Republic Day 2026: Top 50+ Wishes, Quotes, Images, WhatsApp Messages, Photos and Greetings	2	1.0	2_day_republic day_republic_padma
6976dc89f1d65c147ded22fb	More than 10,800 flights canceled Sunday as massive winter storm sweeps across US	4	0.4576487328703079	4_storm_winter_power_carrying
6976dd23f1d65c147ded2433	Israeli aircraft strike southern Lebanon over 20 times — portal	1	0.5183427490214921	1_russian_trump_says_china
6976dd1ff1d65c147ded2412	Tim Walz Compares ICE Enforcing U.S. Immigration Laws to Nazi Germany	0	0.5595698330737104	0_minneapolis_shooting_ice_trump
6976dc94f1d65c147ded232e	Patriots beat Broncos in blizzard to reach Super Bowl	8	1.0	8_game_title_win_thrilling
6976dc51f1d65c147ded2223	Pope Leo XIV sounds alarm over ‘overly affectionate’ AI chatbots,  emotional manipulation	5	0.3236732639156191	5_social media_social_media_fast
6976dc93f1d65c147ded2319	Murder and MI5: How an extraordinary battle erupted over what the state keeps secret	-1	0.04307672782927413	-1_mark_man_funding_dhs
6976dc1cf1d65c147ded2107	Minneapolis confronts rising violence under federal immigration crackdown	0	1.0	0_minneapolis_shooting_ice_trump
6976dcb8f1d65c147ded23da	Bus carrying children overturns in Zakarpattia region, casualties reported	4	1.0	4_storm_winter_power_carrying
6976dcb1f1d65c147ded23cc	'Heartbroken' Timberwolves resume play as athletes react to turmoil in Minneapolis	0	0.5213891031924878	0_minneapolis_shooting_ice_trump
6976dc2af1d65c147ded2164	‘We were against their friendship from beginning’: Family of Moradabad minor allegedly made to wear burqa	0	1.0	0_minneapolis_shooting_ice_trump
6976dcb2f1d65c147ded23cd	Patriots outlast Broncos in blizzard to reach Super Bowl	8	1.0	8_game_title_win_thrilling
6976dca5f1d65c147ded2394	Leiter recalls historic year: From tragedy in D.C. to Gaza ceasefire breakthrough	1	1.0	1_russian_trump_says_china
6976dc2af1d65c147ded2165	Delhi Confidential: Polite Reminder	2	0.49070213794897954	2_day_republic day_republic_padma
6976dc99f1d65c147ded234f	Happy Republic Day 2026: Top 30 Wishes, Quotes, Messages And Status	2	1.0	2_day_republic day_republic_padma
6976dc93f1d65c147ded231a	Russia using Interpol's wanted list to target critics abroad, leak reveals	1	1.0	1_russian_trump_says_china
6976dc0bf1d65c147ded20a4	Noida techie death: The road that ended in a tragedy	-1	0.3194033874403263	-1_mark_man_funding_dhs
6976dcb2f1d65c147ded23ce	Canada won’t back down on trade pivot as energy minister heads to India	1	0.5911601542820305	1_russian_trump_says_china
6976dca5f1d65c147ded2384	Winter Storm Fern rages across US, canceling near-record flights — and leaving more than 1M without power	4	0.5287783535121706	4_storm_winter_power_carrying
6976dca5f1d65c147ded2385	Humans will soon live 150 years, thanks to bio ‘clocks’: expert	6	0.10838205220442662	6_26 january_26_today_january
