id	title	cluster
6976dc26f1d65c147ded2125	‘Ishan Kishan sits out for me’: Former India captain backs Sanju Samson despite golden duck in IND vs NZ 3rd T20I	-1
6976dc3ef1d65c147ded21f8	Democrats vow to oppose homeland security funding bill,  increasing chance of shutdown	38
6976dc0af1d65c147ded20a0	When can courts interfere in an ongoing investigation? | Explained	-1
6976e2956f8075bba5e5e228	‘Every execution chips away at the nation’s moral fibre’: TM Krishna on the death penalty	-1
6976dc86f1d65c147ded22e1	Seahawks earn trip to Super Bowl LX with thrilling victory over Rams in NFC Championship Game	4
6976dc51f1d65c147ded2222	Google, Apple pay customers $163M over explosive claims they secretly listened to users’ private chats	-1
6976dc08f1d65c147ded2099	Why the CCP Grabbed Chen Zhi Before the US Could	-1
6976dc62f1d65c147ded2277	Private jet carrying 8 crashes at Maine airport	16
6976dc86f1d65c147ded22e2	Trump confirms federal review of Minneapolis shooting that killed nurse: 'Reviewing everything'	38
6976dc26f1d65c147ded2126	A S Bhasin, the veteran chronicler of India’s foreign policy, passes on	-1
6976e31f6f8075bba5e5e2aa	Jewish graves smashed in Barcelona	-1
6976dc26f1d65c147ded2127	PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’	53
6976dc26f1d65c147ded2128	Several roads around Parade Ground to remain closed from 6.30 am onwards today, says police advisory	-1
6976dca8f1d65c147ded23bb	 The ‘Guinness effect’: Why stout is suddenly booming	-1
6976dc26f1d65c147ded2129	‘Cleanliness is next to godliness’: Retired DIG among Padma Shri awardees	-1
6976dd21f1d65c147ded242f	Battlegroup South hits 39 Ukrainian bunkers, shelters in day — Russian defense ministry	-1
6976e3296f8075bba5e5e2bd	Municipal enterprises can obtain up to UAH 150M in preferential loans for energy efficiency – PM Svyrydenko	-1
6976dc26f1d65c147ded212a	Parmeet Sethi, 59, runs for 5 km; admits he thought ‘ek kilometre me thak jaunga’	-1
6976e2946f8075bba5e5e227	Republic Day 2026 Live Updates: India Celebrates 77th Republic Day	53
6976dc26f1d65c147ded212b	The Padma Shri recipient from Kashmir: Mohammad Shafi Shauq, academic, author and a champion of local language	-1
6976dc26f1d65c147ded212c	National level shooter held for Rs 40-lakh cyber fraud	17
6976dc26f1d65c147ded212d	Chandigarh announces 32 names for Commendation Certificates	-1
6976e3006f8075bba5e5e293	Delhi government aanounces special remission to over 2000 prisoners on Republic Day 2026	-1
6976dc26f1d65c147ded212e	News Today Live Updates, 26 January | PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’	53
6976dc26f1d65c147ded212f	Dr Armida Fernandez, neonatologist behind Asia’s first human milk bank, awarded Padma Shri	-1
6976dc26f1d65c147ded2130	Opposition chorus grows in Assam over fears of legitimate voters being left out	37
6976dc27f1d65c147ded2131	Dargah vandalised at Wynberg-Allen School premises in Mussoorie, weeks after viral video questioned its legality	-1
6976dc27f1d65c147ded2132	77th Republic Day: 33 Delhi Police officers to get awards, Special Cell gets most gallantry medals	52
6976dc27f1d65c147ded2133	‘Witnessed darkness… now seeing rays of positivity’: This Padma awardee wants Kashmiri Pandits back in Valley	-1
6976dca8f1d65c147ded23bc	 Jessica Pegula knocks out defending champion Madison Keys at Australian Open	2
6976dc42f1d65c147ded21fc	Republican calls growing for deeper investigation into fatal Minneapolis shooting	38
6976dc86f1d65c147ded22e3	The far-left network that helped put Alex Pretti in harm's way, then made him a martyr	38
6976dce1f1d65c147ded2401	Document Outlining US Security Guarantees for Ukraine ‘100 Percent Ready’: Zelenskyy	50
6976dc37f1d65c147ded21ee	Patriots reaach Super Bowl with gritty 10-7 win over Broncos in snowy Denver	4
6976e3016f8075bba5e5e294	Republic Day 2026: How India selects its chief guest? Check complete list of Republic Day guests here	53
6976dc27f1d65c147ded2134	Washington Sundar in race against time to be fit for T20 World Cup 2026	-1
6976dc0af1d65c147ded20a1	9,550 kg of explosives seized in Rajasthan, man arrested; Central agencies likely to get involved	-1
6976e31f6f8075bba5e5e2ab	Yair Golan: Bennett’s mission is to bring votes from the right	-1
6976dc62f1d65c147ded2278	Latest Minnesota ICE shooting puts new twist on gun rights debate in US	38
6976e2966f8075bba5e5e229	Start the week with a film: Why ‘KPop Demon Hunters’ is leading the Animated Feature Oscar race	-1
6976dc27f1d65c147ded2135	Private jet carrying 8 people crashes at Bangor international airport in Maine	16
6976dd22f1d65c147ded2430	Ferry sinks off coast of Philippines, 13 people killed — TV	21
6976dca9f1d65c147ded23bd	 Nago Mayor Taketoyo Toguchi wins third term	-1
6976dc27f1d65c147ded2136	Goldilocks phase of India’s economy can be sustained	-1
6976dc96f1d65c147ded2340	Dollar Falls Amid Japan Intervention Risk, Gold Up: Markets Wrap	10
6976dc27f1d65c147ded2137	Border 2 Box Office Collection Day 3 Worldwide Updates: Sunny Deol’s war actioner storms past Rs 150 cr mark globally; to cross Rs 200 mark on Republic Day	-1
6976dc27f1d65c147ded2138	Obesity calls for a wider and more complex debate	-1
6976dc27f1d65c147ded2139	Notes from Davos: The bold, the bots and the bully	-1
6976dc27f1d65c147ded213a	Seize the podium, but first look the air problem in the eye	-1
6976dc27f1d65c147ded213b	The return of trade policy as an instrument of statecraft	-1
6976dc27f1d65c147ded213c	40 years ago January 26, 1986: Chandigarh transfer deferred	-1
6976dc27f1d65c147ded213d	Nuclear power expansion is an R&D challenge	-1
6976dc27f1d65c147ded213e	‘Don’t want to stay in class till evening… can’t concentrate’: Why Delhi plans to phase out double-shift schools	-1
6976dc53f1d65c147ded2231	Top Chinese general could be put to DEATH by CCP after 'leaking nuclear secrets to US'	33
6976dc27f1d65c147ded213f	‘We are reviewing everything’: Trump says as administration backs agents in Minneapolis shooting	38
6976dca9f1d65c147ded23be	 Faced with Trump, Greenlanders try to reassure their children	43
6976dc28f1d65c147ded2140	As antibiotics fail, AIIMS leads the fight against superbugs: How researchers are slowing down antimicrobial resistance	-1
6976dc86f1d65c147ded22e4	Iranian drone swarms pose 'credible threat' to USS Abraham Lincoln carrier group, defense expert says	-1
6976dc86f1d65c147ded22e5	Soap opera star refuses to 'even look' at Carrie Underwood after Trump inauguration performance	-1
6976dc62f1d65c147ded2279	False posts, altered images distort views of latest Minnesota shooting	38
6976dc6df1d65c147ded22a4	Editor’s note: The Republic is being re-engineered. Help us bear witness	-1
6976dc28f1d65c147ded2141	Bhagat Singh Koshyari, who served as Uttarakhand CM, Maharashtra Governor, awarded Padma Bhushan	55
6976dc86f1d65c147ded22e6	NFL fans torch Rams returner after muffed punt leads to crucial Seahawks touchdown	4
6976dc23f1d65c147ded2112	Trump ‘reviewing everything’ about fatal shooting of Alex Pretti, says fed agents will leave Minneapolis ‘at some point’	38
6976dc28f1d65c147ded2142	Operation Kavach 12: In mega 24-hour crackdown on drug smuggling, organised crime, over 1,000 arrested ahead of R-Day	-1
6976dc28f1d65c147ded2143	‘Aamir Khan came prepared to cry’: Rakeysh Omprakash Mehra on Rang De Basanti at 20, says it’s ‘stupid’ to ask if it can be made in today’s times	-1
6976dc23f1d65c147ded211f	Carney says Canada not pursuing free trade deal with China as Trump threatens 100% tariffs	32
6976dc28f1d65c147ded2144	Astrophysicist Priyamvada Natarajan: ‘There is an overall obsession with just our lifetime, without thinking about future generations… We need to move from this short-termism’	-1
6976dcabf1d65c147ded23bf	 India's solar-panel boom: Full throttle today, uncertain tomorrow	-1
6976dc28f1d65c147ded2145	Why EU deal is better for farmers than one with US	-1
6976e3026f8075bba5e5e295	Rajasthan: Police seize 10000 kg of explosive material, detonators ahead of Republic Day; probe underway	-1
6976dc36f1d65c147ded21ed	Scottie Scheffler starts new season looking like nothing has changed	-1
6976dd22f1d65c147ded2431	Australian authorities replace ambassador to US who criticized Trump	-1
6976dc88f1d65c147ded22f9	Candidates for Feb. poll divided over different surname system in Japan	11
6976dc28f1d65c147ded2146	Micro observer ‘slapped, punched’ in Kumarganj, security beefed up	-1
6976dcabf1d65c147ded23c0	 Yen extends gains as dollar pressure mounts	10
6976dcacf1d65c147ded23c1	 Fidelity fund beating 96% of peers likes Japan’s AI-linked firms	-1
6976dc86f1d65c147ded22e7	Bill Clinton says Trump admin 'told us not to believe what we've seen' after latest Minnesota shooting	38
6976dbf2f1d65c147ded2097	Maine: Baby Lyla found dead after first solo time with father Shawn Samuels	-1
6976dc28f1d65c147ded2147	EC suspends AERO over electoral roll irregularities in Basirhat	-1
6976dcb8f1d65c147ded23d9	Four cars collide in Ternopil region, injuries reported	-1
6976dc28f1d65c147ded2148	Silent tax of people pleasing	-1
6976dc0af1d65c147ded20a2	Telangana’s stunning rise and its unhinged growth	-1
6976dc62f1d65c147ded227a	Trump says administration ‘reviewing everything’ in Minneapolis shooting: Report	38
6976dcacf1d65c147ded23c2	 Mikaela Shiffrin reigns supreme to claim record title in last slalom before Olympics	6
6976dcadf1d65c147ded23c3	 Defiance as a profession: Pakistan's jailed lawyer Imaan Mazari	27
6976dc86f1d65c147ded22e8	Emory fires Iranian official's daughter after campus protests over controversial hiring decision	-1
6976dcadf1d65c147ded23c4	 Life-saving aid reaches Kurdish-majority town in Syria: U.N.	-1
6976dca5f1d65c147ded2382	Daughter of top Iranian official ousted from Emory University following massive public outrage	-1
6976dc28f1d65c147ded2149	In maiden visit to UP, Nabin urges party cadre to fight divisive forces in 2027 polls	-1
6976dcaef1d65c147ded23c5	 Israeli fire kills three in Gaza, medics say, as U.S. pushes deal	29
6976dd22f1d65c147ded2432	Russia to ensure its security even in absence of New START — senior diplomat	49
6976dc6df1d65c147ded22a5	January 26, 1950: How India’s first Republic Day unfolded	-1
6976dcaef1d65c147ded23c6	 Saudi Arabia’s UAE ‘mudslinging’ threatens new Gulf crisis	46
6976dcaef1d65c147ded23c7	 When the museum is closed, a girl falls in love with a statue	-1
6976dc93f1d65c147ded2326	'Starmer triggers Labour civil war' and 'Republicans break ranks'	-1
6976dca5f1d65c147ded2393	Columbia set to tap Jennifer Mnookin as new President	-1
6976dc53f1d65c147ded2232	Almost ONE MILLION Americans left without power as 'biggest ice storm in a decade' batters the US	15
6976dc28f1d65c147ded214a	Courage under fire: Among Hyderabad blaze dead, 2 workers who rushed in to save security guard’s children	-1
6976dcaff1d65c147ded23c8	 What is Russia’s ‘shadow fleet’ and how does it work?	41
6976dc28f1d65c147ded214b	Nepotism, graft in previous govts prevented welfare schemes from reaching needy: Adityanath	-1
6976dc28f1d65c147ded214c	In this moment, for India’s Muslims, internal reform is not a distraction from struggle for justice — it is part of it	-1
6976dc55f1d65c147ded224f	Video shows masked robbers crash car through jewelry store entrance, steal owner's gun in brazen heist	-1
6976dc28f1d65c147ded214d	This Republic Day, 6 women from Bihar will drive into history. Here are their stories	-1
6976dc28f1d65c147ded214e	On Republic Day, let’s celebrate a living project renewed by we the people	-1
6976dc93f1d65c147ded231f	Gold tops $5,000 for first time ever, adding to historic rally	-1
6976dcaff1d65c147ded23c9	 Interim coach Michael Carrick breathes new life into surging Manchester United	1
6976dca7f1d65c147ded23b4	CNBC Daily Open: Canada is drawing Trump's ire — and faces a 100% tariff	32
6976dc89f1d65c147ded22fa	Japan's Kao Miura wins Four Continents figure skating championship in Olympic tuneup	6
6976dc6ef1d65c147ded22a6	As Maoists retreat, why many fear security forces in Chhattisgarh villages	-1
6976dc29f1d65c147ded214f	25 killed in attack by Islamic State-backed group in eastern Congo, rights group says	-1
6976dc29f1d65c147ded2150	Republic Day 2026: ‘Unsung Heroes’ no longer unsung as Padma celebrates creators, builders	55
6976dc29f1d65c147ded2151	TMC, BJP supporters clash after ex-Tripura CM meet in Kolkata	-1
6976dc29f1d65c147ded2152	15 killed, scores missing as passenger ferry capsizes off southern Philippines	21
6976dc0bf1d65c147ded20a3	77th Republic Day 2026 LIVE: India to display military might, growth story at Republic Day parade	53
6976dc86f1d65c147ded22e9	Drake Maye's controversial fourth-down play sparks social media fury as Patriots head to Super Bowl LX	4
6976dc5ff1d65c147ded2272	8 Arrested After Suspects Ram Car Into California Jewelry Store	-1
6976dca5f1d65c147ded2383	Spiteful Bay Area landowner builds fence to block beachgoers from public shoreline, threatens to shoot ‘trespassers’	-1
6976dc86f1d65c147ded22ea	Anti-ICE protests take place as T'Wolves-Warriors NBA game takes place	-1
6976dc93f1d65c147ded2325	'I spent £2,000 on one event': Why Gen Z is obsessed with Hyrox	-1
6976dc29f1d65c147ded2153	Weekly Horoscope, 26-January to 01-February-2026: Explore our weekly horoscope and navigate the week ahead with confidence	44
6976dc23f1d65c147ded2120	Another day another high: Gold surges past $5,000 as investors seek shelter from global risks	10
6976dcb0f1d65c147ded23ca	 Iran protest death toll seen rising to possibly more than 20,000	40
6976dc93f1d65c147ded231c	UK to join major wind farm project with nine European countries	-1
6976dc8af1d65c147ded22fc	Younger voters back PM's election gambit, snowy areas opposed	-1
6976dc63f1d65c147ded227b	What causes thundersnow, one of weather’s rarest spectacles, which could hit parts of eastern US	-1
6976dc93f1d65c147ded231d	Thousands of children facing 'catastrophic' waits for NHS community care	-1
6976dc29f1d65c147ded2154	Minneapolis shooting: NRA stress right to carry guns after fatal shooting of Alex Pretti by federal agents	38
6976dd1ef1d65c147ded2410	Report: Iran's Khamenei Flees to ‘Fortified’ Bunker, Fearing U.S. Strike	39
6976dcb1f1d65c147ded23cb	 Minneapolis shootings put Trump’s immigration approach at center of election-year fight	38
6976dc29f1d65c147ded2155	From silver screens to Silk looms: 11 Bengal icons honored with Padma Shri 2026	55
6976dc29f1d65c147ded2156	Libra Horoscope Today, 26 January 2026: Internal meetings are favoured; avoid unnecessary travel	44
6976dc29f1d65c147ded2157	Sagittarius Horoscope Today, 26 January 2026: Even so, a mentor’s guidance can sharpen outcomes	44
6976dc29f1d65c147ded2158	Scorpio Horoscope Today, 26 January 2026: Skip loans today; repayment could become troublesome, says Ganesha	44
6976dc29f1d65c147ded2159	Capricorn Horoscope Today, 26 January 2026: A good day to buy artefacts or décor for the home	44
6976dc29f1d65c147ded215a	Aquarius Horoscope Today, 26 January 2026: Financially, the day isn’t barren, but it’s not overflowing either	44
6976dc29f1d65c147ded215b	Pisces Horoscope Today, 26 January 2026: Perfectionism drives you, and you may spot what’s missing in recent work	44
6976dc29f1d65c147ded215c	‘Shit happens’: World champion Gukesh on ‘unexplainable’ blunder that left him inconsolable at Wijk aan Zee	-1
6976dc29f1d65c147ded215d	Aries Horoscope Today, 26 January 2026: A reunion or a meaningful new connection is likely	44
6976dc2af1d65c147ded215e	Taurus Horoscope Today, 26 January 2026: After a hard day, your partner becomes your refuge	44
6976dc2af1d65c147ded215f	Gemini Horoscope Today, 26 January 2026: Ganesha encourages you to enjoy the pleasures money can buy	44
6976dc2af1d65c147ded2160	Cancer Horoscope Today, 26 January 2026: Hard work strengthens your finances, says Ganesha	44
6976dc2af1d65c147ded2161	Leo Horoscope Today, 26 January 2026: Compromise is your route to better luck in love	44
6976dc2af1d65c147ded2162	Virgo Horoscope Today, 26 January 2026: Inheritance issues—property, money, or joint assets—may slowly surface into view	44
6976dc2af1d65c147ded2163	Happy Republic Day 2026: Top 50+ Wishes, Quotes, Images, WhatsApp Messages, Photos and Greetings	54
6976dc89f1d65c147ded22fb	More than 10,800 flights canceled Sunday as massive winter storm sweeps across US	15
6976dd23f1d65c147ded2433	Israeli aircraft strike southern Lebanon over 20 times — portal	-1
6976dd1ff1d65c147ded2412	Tim Walz Compares ICE Enforcing U.S. Immigration Laws to Nazi Germany	38
6976dc94f1d65c147ded232e	Patriots beat Broncos in blizzard to reach Super Bowl	4
6976dc51f1d65c147ded2223	Pope Leo XIV sounds alarm over ‘overly affectionate’ AI chatbots,  emotional manipulation	12
6976dc93f1d65c147ded2319	Murder and MI5: How an extraordinary battle erupted over what the state keeps secret	-1
6976dc1cf1d65c147ded2107	Minneapolis confronts rising violence under federal immigration crackdown	38
6976dcb8f1d65c147ded23da	Bus carrying children overturns in Zakarpattia region, casualties reported	-1
6976dcb1f1d65c147ded23cc	 'Heartbroken' Timberwolves resume play as athletes react to turmoil in Minneapolis	-1
6976dc2af1d65c147ded2164	‘We were against their friendship from beginning’: Family of Moradabad minor allegedly made to wear burqa	36
6976dcb2f1d65c147ded23cd	 Patriots outlast Broncos in blizzard to reach Super Bowl	4
6976dca5f1d65c147ded2394	Leiter recalls historic year: From tragedy in D.C. to Gaza ceasefire breakthrough	-1
6976dc2af1d65c147ded2165	Delhi Confidential: Polite Reminder	-1
6976dc99f1d65c147ded234f	Happy Republic Day 2026: Top 30 Wishes, Quotes, Messages And Status	54
6976dc93f1d65c147ded231a	Russia using Interpol's wanted list to target critics abroad, leak reveals	-1
6976dc0bf1d65c147ded20a4	Noida techie death: The road that ended in a tragedy	-1
6976dcb2f1d65c147ded23ce	 Canada won’t back down on trade pivot as energy minister heads to India	32
6976dca5f1d65c147ded2384	Winter Storm Fern rages across US, canceling near-record flights — and leaving more than 1M without power	15
6976dca5f1d65c147ded2385	Humans will soon live 150 years, thanks to bio ‘clocks’: expert	-1
6976dd23f1d65c147ded2434	Medvedev points to growing strategic sphere problems due to US actions	18
6976dc93f1d65c147ded231b	Make sure pupils don't ever use phones at school, Phillipson tells teachers	-1
6976dc24f1d65c147ded2121	China didn’t grab many headlines at Davos, but it's the elephant in the room	-1
6976dc2af1d65c147ded2166	Israel to reopen Gaza’s Rafah crossing after search for last hostage body ends	30
6976dc2af1d65c147ded2167	Complete Ganga Expressway by Feb-end, project to benefit 500 villages: Yogi Adityanath	-1
6976dc53f1d65c147ded2233	Shabana Mahmood to axe non-crime hate incidents in ‘common-sense’ policing overhaul	24
6976dca5f1d65c147ded2386	Shirtless Florida man sentenced for diving through Taco Bell window, robbing it with ‘large rock’	-1
6976dc53f1d65c147ded2234	Asylum seeker barracks to cost taxpayers MILLIONS despite Labour vow to cut costs by ending migrant hotels	-1
6976dc2af1d65c147ded2168	Maritime security to terror fight: India-EU pact ready	-1
6976dc2af1d65c147ded2169	VS Achuthanandan and Dharmendra among five Padma Vibhushan awardees	55
6976dc2af1d65c147ded216a	Mark Tully (1935-2026): The voice that India trusted when history spoke — or fell silent	42
6976dca5f1d65c147ded2387	Alaska man fatally shoots his 87-year-old granny in the head, claims it was mercy killing: cops	-1
6976dc87f1d65c147ded22eb	Josh Shapiro accuses Harris' vetting team of making disrespectful commentary toward his wife	-1
6976dca5f1d65c147ded2395	You’re invited: Exclusive live webinar - Ha’Moshava Efrat luxury homes	-1
6976dc0bf1d65c147ded20a5	16th National Voters’ Day celebrated at Ripon Buildings	-1
6976dcb3f1d65c147ded23cf	 ‘Zero Gravity’ comes to an end, but Roger Dahl will keep drawing	-1
6976dc2af1d65c147ded216b	Jaishankar holds talks with Sergio Gor, US lawmakers on trade, security	-1
6976dca5f1d65c147ded2388	Doctor recounts attempts to save Alex Pretti’s life — as anti-ICE protester’s family slams DHS ‘lies’	38
6976dc2af1d65c147ded216c	Cricketers, actors, ex-IPS officer who led Veerappan Op honoured	-1
6976dca5f1d65c147ded2389	Ex-Vikings captain says Minn. Dems hate ICE because ‘we’re deporting their voters’	38
6976dc52f1d65c147ded2225	 Philippine officials say ferry carrying more than 350 people has sunk	21
6976dc87f1d65c147ded22ec	Warriors' Steve Kerr claims 'misinformation' in media dividing Americans after CBP-involved shooting	-1
6976dc4ef1d65c147ded2215	Shutdown odds grow as Senate Republicans won't remove DHS funding after Pretti killing	38
6976dc63f1d65c147ded227c	Amid two-week internet blackout during protests, some Iranians are getting back online	-1
6976dd1ef1d65c147ded240f	Reports: Iran Crackdown Among Deadliest in Modern Times; 36,000+ Dead, Hospital Executions, Stuffed Alive in Body Bags	40
6976dca5f1d65c147ded238a	Shooting at kiddie birthday party leaves 2 dead, 2 critical in Mass.	38
6976dd23f1d65c147ded2435	Recent Ukrainian strikes on Russia aim to sabotage negotiations in UAE — diplomat	46
6976dc2af1d65c147ded216d	Republic Day 2026: Ashoka Chakra for astronaut Shubhanshu, Shaurya Chakra for 2 women Navy officers	51
6976dc8af1d65c147ded22fd	Trump says US used secret weapon to disable Venezuelan equipment in Maduro raid	34
6976dc63f1d65c147ded227d	Republicans waver on Trump immigration crackdown after latest Minneapolis killing	38
6976dc87f1d65c147ded22ed	Barack and Michelle Obama slam ICE after Minneapolis shooting, urge accountability	38
6976dc87f1d65c147ded22ee	Tim Walz compares Minnesota ICE actions to Holocaust and Anne Frank: 'Hiding in their houses'	38
6976dc2bf1d65c147ded216e	Jam forces tourists to ditch cars, trek to Manali	-1
6976dca5f1d65c147ded238b	Dad shot dead after celebrating his birthday in NYC: sources	38
6976dc52f1d65c147ded2224	 Ferry carrying more than 350 people sinks in southern Philippines and rescuers have saved 215	21
6976dd20f1d65c147ded2425	WNBA's Breanna Stewart Calls to 'Abolish ICE' Ahead of Unrivaled Game	-1
6976dc52f1d65c147ded2226	 25 killed in attack by Islamic State-backed group in eastern Congo, rights group says	-1
6976dcb8f1d65c147ded23db	Partisans destroy vehicle of Russian troops in Bryansk	-1
6976dc94f1d65c147ded232d	'Another unbelievable result' - but what's different about Man Utd now?	1
6976dc63f1d65c147ded227e	Minnesota CEOs seek de-escalation after shootings in Minneapolis	38
6976dca5f1d65c147ded238c	Newborn baby found dead in mom’s NYC apartment: sources	38
6976dd1ff1d65c147ded2419	Exclusive -- Opendoor CEO Kaz Nejatian: Trump Doing an 'Excellent' Job Lowering Housing Prices, Increasing Access	-1
6976dc8ef1d65c147ded2304	Japan ruling LDP most popular among voters in Feb. general election: poll	11
6976dca7f1d65c147ded23b5	Astronaut Reaches for Stars with Major Honour	-1
6976dd23f1d65c147ded2436	Arms control is no panacea, efforts must be systematic — Medvedev	-1
6976dd20f1d65c147ded2427	Ex-Vikings Player Jack Brewer Reveals the Real Reason Why Minnesota Leftists Oppose ICE	38
6976dca5f1d65c147ded2396	Ben Gvir’s call: Enough with the naïveté	-1
6976dc08f1d65c147ded209a	Trump Says Canada ‘Systematically Destroying Itself’ With China Deal	32
6976dc0bf1d65c147ded20a6	HYDRAA rescues nine workers stranded in Mir Alam lake	-1
6976dcc4f1d65c147ded23f7	Walz says children in Minnesota are hiding like Anne Frank amid ICE enforcement	38
6976dc0bf1d65c147ded20a7	Next generation should protect Tamil culture, learn traditional music, dance, says Muruganandam	-1
6976dc87f1d65c147ded22ef	Patriots head back to Super Bowl after narrow AFC title win over Broncos	4
6976dc4ef1d65c147ded2211	 Federal and state officials both claim moral high ground in immigration crackdown after shooting	38
6976dc63f1d65c147ded227f	Minneapolis shootings put Trump’s immigration surge at centre of election-year fight	38
6976dc87f1d65c147ded22f0	Republican governor believes Trump is getting 'bad advice' on immigration amid outrage over MN shooting	38
6976dd24f1d65c147ded2437	Israel to open Rafah crossing in limited capacity, under its full control	30
6976dc8bf1d65c147ded22fe	Baseball: Two-way superstar Ohtani gives English speech at New York gala	-1
6976dc23f1d65c147ded2113	Tim Walz compares Trump’s ICE crackdown in Minnesota to Nazi occupation told by Anne Frank	38
6976dc4ef1d65c147ded220f	 Republican calls are growing for a deeper investigation into the fatal Minneapolis shooting	38
6976dcb3f1d65c147ded23d0	 Israel to reopen Gaza's Rafah crossing after search for last hostage body ends	30
6976dc87f1d65c147ded22f1	Israel announces limited reopening of Rafah Crossing under Trump’s 20-point plan	30
6976dc4ff1d65c147ded2219	What I want from Apple, Meta and Microsoft in their key earnings reports	-1
6976dc93f1d65c147ded2323	Hardly anyone would have picked Carrick to be Man Utd boss - but now?	1
6976dc62f1d65c147ded2273	Poland’s biggest annual charity fundraiser again breaks record	-1
6976dca5f1d65c147ded238d	NYC DA appears poised to try to help free infamous pedophile, critics claim	-1
6976dc38f1d65c147ded21f0	Japan’s newest (and craziest) energy drinks are energy cards you drink from	-1
6976dd24f1d65c147ded2438	Russia’s proposal to extend New START limits after February 5 in force — senior diplomat	18
6976dc55f1d65c147ded2250	ICE says violent mob helped criminal escape and left ICE agent permanently maimed	38
6976dcb4f1d65c147ded23d1	 Trump’s latest Canada threat previews rocky USMCA talks	-1
6976dc7af1d65c147ded22ba	Mahmood to call for more police patrols and faster responses to 999 calls	24
6976dc87f1d65c147ded22f2	Dana White pulls UFC 324 fight after betting irregularities: 'I'm not doing this s--- again'	-1
6976dcb9f1d65c147ded23dc	One dead as drunk Russian soldiers open fire over captured thermal imager in Donetsk – Atesh	-1
6976dc56f1d65c147ded225b	Lee Anderson explodes over Hope Not Hate plan to hire researcher monitoring 'far-right threat' of Reform UK	-1
6976dca5f1d65c147ded238e	LA’s top fed prosecutor Bill Essayli warns against armed anti-ICE protesters after Alex Pretti shooting in Minneapolis	38
6976dc93f1d65c147ded2324	NRA stress right to carry weapons in wake of Minneapolis shooting	38
6976dc63f1d65c147ded2281	US restricts visas for two members of Haiti's Transitional Presidential Council	-1
6976dd20f1d65c147ded2426	NBA Union Says 'Players Can No Longer Be Silent,' Calls for 'Solidarity' with Those 'Risking Their Lives to Demand Justice'	-1
6976dcc4f1d65c147ded23f8	Mamdani vows NYC will 'exhaust every option' to resist ICE after Minneapolis shooting	38
